i-th device,j-th device,n-th challenge,dist
0,1,0,0.3985499999999999
0,1,1,0.43359999999999893
0,1,2,0.3541499999999985
0,1,3,0.41834999999999894
0,1,4,0.37354999999999583
0,1,5,0.3441499999999987
0,1,6,0.35299999999999687
0,1,7,0.4110999999999964
0,1,8,0.3863499999999994
0,1,9,0.28179999999999966
0,2,0,0.46599999999999936
0,2,1,0.43109999999999893
0,2,2,0.37674999999999803
0,2,3,0.5489999999999994
0,2,4,0.5672000000000108
0,2,5,0.41114999999999846
0,2,6,0.5122500000000042
0,2,7,0.38554999999999706
0,2,8,0.4132999999999994
0,2,9,0.34659999999999935
1,2,0,0.2777499999999993
1,2,1,0.3475999999999989
1,2,2,0.283449999999999
1,2,3,0.3907999999999995
1,2,4,0.5474499999999974
1,2,5,0.31174999999999853
1,2,6,0.5006499999999958
1,2,7,0.26839999999999786
1,2,8,0.2899499999999995
1,2,9,0.26419999999999993
