i-th device,j-th device,n-th challenge,dist
0,1,0,0.4170999999999894
0,1,1,0.5032999999999889
0,1,2,0.44299999999998774
0,1,3,0.49529999999998237
0,1,4,0.5314999999999813
0,1,5,0.42439999999998684
0,1,6,0.47719999999998514
0,1,7,0.4534999999999832
0,1,8,0.43769999999998466
0,1,9,0.4268999999999874
0,2,0,0.4837999999999864
0,2,1,0.4369999999999904
0,2,2,0.500499999999988
0,2,3,0.5341999999999812
0,2,4,0.446999999999985
0,2,5,0.49059999999998416
0,2,6,0.4588999999999859
0,2,7,0.5474999999999793
0,2,8,0.5173999999999825
0,2,9,0.4631999999999871
1,2,0,0.5920999999999851
1,2,1,0.5740999999999855
1,2,2,0.5111999999999876
1,2,3,0.6478999999999758
1,2,4,0.60579999999998
1,2,5,0.5511999999999836
1,2,6,0.5179999999999833
1,2,7,0.5692999999999799
1,2,8,0.5563999999999817
1,2,9,0.5173999999999888
