n-th challenge,m-th challenge,dist
0,1,0.9218999999999202
0,2,0.9056999999999259
0,3,0.8598999999999242
0,4,0.8584999999999255
0,5,0.9727999999999188
0,6,0.9397999999999203
0,7,0.8653999999999259
0,8,0.9505999999999176
0,9,0.9268999999999168
1,2,0.9691999999999176
1,3,0.9133999999999168
1,4,0.8788999999999206
1,5,0.9267999999999214
1,6,0.9308999999999188
1,7,0.9245999999999179
1,8,0.9387999999999177
1,9,0.9204999999999142
2,3,0.8946999999999229
2,4,0.9550999999999171
2,5,0.9558999999999227
2,6,0.8658999999999288
2,7,0.924799999999923
2,8,0.8977999999999255
2,9,0.9393999999999182
3,4,0.9157999999999147
3,5,0.9541999999999157
3,6,0.9122999999999188
3,7,0.8613999999999218
3,8,0.9343999999999151
3,9,0.9129999999999135
4,5,0.9470999999999175
4,6,0.9270999999999179
4,7,0.8927999999999202
4,8,0.9466999999999133
4,9,0.913799999999915
5,6,0.9214999999999235
5,7,0.9106999999999232
5,8,0.9329999999999214
5,9,0.9226999999999184
6,7,0.9175999999999197
6,8,0.8772999999999254
6,9,0.936099999999915
7,8,0.926799999999918
7,9,0.9475999999999115
8,9,0.9197999999999152
