i-th device,j-th device,n-th challenge,dist
0,1,0,0.5314999999999996
0,1,1,0.23670000000000005
0,1,2,0.3044999999999996
0,1,3,0.32180000000000003
0,1,4,0.3415000000000002
0,1,5,0.4588000000000001
0,1,6,0.38260000000000016
0,1,7,0.28579999999999994
0,1,8,0.47449999999999976
0,1,9,0.3213
0,2,0,0.40479999999999994
0,2,1,0.43559999999999993
0,2,2,0.4137999999999994
0,2,3,0.40099999999999975
0,2,4,0.37159999999999993
0,2,5,0.41309999999999997
0,2,6,0.34890000000000004
0,2,7,0.45809999999999973
0,2,8,0.4816999999999997
0,2,9,0.27020000000000016
1,2,0,0.3474
1,2,1,0.4147999999999997
1,2,2,0.2986999999999997
1,2,3,0.3345000000000002
1,2,4,0.36020000000000013
1,2,5,0.30310000000000004
1,2,6,0.42619999999999975
1,2,7,0.42159999999999975
1,2,8,0.2948
1,2,9,0.3538999999999999
