i-th device,j-th device,n-th challenge,dist
0,1,0,0.3377999999999995
0,1,1,0.41940000000000005
0,1,2,0.2653999999999996
0,1,3,0.24419999999999978
0,1,4,0.2744000000000001
0,1,5,0.29259999999999964
0,1,6,0.2459999999999999
0,1,7,0.27999999999999986
0,1,8,0.23020000000000013
0,1,9,0.2238000000000003
0,2,0,0.24259999999999976
0,2,1,0.1681999999999999
0,2,2,0.21059999999999993
0,2,3,0.18179999999999996
0,2,4,0.21779999999999994
0,2,5,0.24339999999999967
0,2,6,0.17280000000000012
0,2,7,0.18799999999999983
0,2,8,0.15840000000000007
0,2,9,0.19680000000000003
1,2,0,0.3355999999999999
1,2,1,0.3969999999999999
1,2,2,0.29059999999999997
1,2,3,0.2781999999999998
1,2,4,0.3034
1,2,5,0.2613999999999999
1,2,6,0.2156
1,2,7,0.2968
1,2,8,0.2242
1,2,9,0.2402000000000001
