n-th challenge,m-th challenge,dist
0,1,0.4141999999999836
0,2,0.4802999999999799
0,3,0.46989999999998316
0,4,0.4440499999999822
0,5,0.4301999999999836
0,6,0.4830499999999852
0,7,0.4652499999999828
0,8,0.4031499999999841
0,9,0.4926499999999797
1,2,0.46054999999998086
1,3,0.49324999999998276
1,4,0.4220499999999825
1,5,0.4359499999999827
1,6,0.5586000000000014
1,7,0.5232499999999939
1,8,0.4302999999999823
1,9,0.49614999999997983
2,3,0.5164499999999863
2,4,0.409699999999983
2,5,0.40119999999998346
2,6,0.567850000000002
2,7,0.5297999999999894
2,8,0.4409499999999809
2,9,0.4813499999999805
3,4,0.4514999999999835
3,5,0.4931999999999826
3,6,0.5596999999999948
3,7,0.5161499999999888
3,8,0.441799999999986
3,9,0.5380499999999894
4,5,0.41509999999998304
4,6,0.5472999999999949
4,7,0.47864999999998314
4,8,0.42929999999998236
4,9,0.5121499999999839
5,6,0.49144999999998445
5,7,0.49344999999998335
5,8,0.40359999999998425
5,9,0.540649999999986
6,7,0.47099999999998476
6,8,0.4488999999999848
6,9,0.655950000000007
7,8,0.4821999999999817
7,9,0.5670000000000062
8,9,0.49849999999997957
