i-th device,j-th device,n-th challenge,dist
0,1,0,0.34539999999999993
0,1,1,0.2187999999999998
0,1,2,0.3763999999999998
0,1,3,0.23669999999999963
0,1,4,0.23589999999999947
0,1,5,0.25705
0,1,6,0.20965
0,1,7,0.20059999999999986
0,1,8,0.20879999999999974
0,1,9,0.16229999999999972
0,2,0,0.14284999999999987
0,2,1,0.2957499999999999
0,2,2,0.3838499999999997
0,2,3,0.15434999999999977
0,2,4,0.1324999999999997
0,2,5,0.19520000000000007
0,2,6,0.1421499999999999
0,2,7,0.19494999999999965
0,2,8,0.30334999999999973
0,2,9,0.17014999999999975
1,2,0,0.35554999999999953
1,2,1,0.30395
1,2,2,0.15444999999999992
1,2,3,0.2678999999999993
1,2,4,0.24124999999999944
1,2,5,0.29299999999999987
1,2,6,0.16194999999999993
1,2,7,0.14589999999999997
1,2,8,0.3169499999999992
1,2,9,0.1217999999999999
