n-th challenge,m-th challenge,dist
0,1,0.5041999999999985
0,2,0.4305999999999991
0,3,0.504799999999999
0,4,0.39019999999999894
0,5,0.4965999999999992
0,6,0.4211999999999991
0,7,0.4631999999999984
0,8,0.48899999999999894
0,9,0.5813999999999968
1,2,0.4949999999999984
1,3,0.43979999999999825
1,4,0.48279999999999895
1,5,0.4067999999999985
1,6,0.440799999999998
1,7,0.5111999999999991
1,8,0.46119999999999844
1,9,0.631799999999996
2,3,0.49499999999999944
2,4,0.46499999999999886
2,5,0.4923999999999988
2,6,0.49919999999999903
2,7,0.4123999999999989
2,8,0.5335999999999986
2,9,0.5204000000000002
3,4,0.4247999999999989
3,5,0.4889999999999991
3,6,0.49179999999999896
3,7,0.5151999999999991
3,8,0.44219999999999904
3,9,0.577799999999997
4,5,0.4997999999999991
4,6,0.46099999999999886
4,7,0.490199999999999
4,8,0.47399999999999853
4,9,0.5913999999999965
5,6,0.4273999999999986
5,7,0.546199999999999
5,8,0.4483999999999988
5,9,0.5551999999999974
6,7,0.49199999999999944
6,8,0.4327999999999991
6,9,0.6149999999999968
7,8,0.5347999999999997
7,9,0.586399999999998
8,9,0.5285999999999994
