i-th device,j-th device,n-th challenge,dist
0,1,0,0.33179999999999965
0,1,1,0.5913999999999994
0,1,2,0.3462999999999998
0,1,3,0.31179999999999924
0,1,4,0.3807999999999991
0,1,5,0.16540000000000007
0,1,6,0.2845999999999998
0,1,7,0.15019999999999997
0,1,8,0.3847999999999993
0,1,9,0.15719999999999998
0,2,0,0.21229999999999982
0,2,1,0.3445999999999995
0,2,2,0.3454
0,2,3,0.32179999999999925
0,2,4,0.2705999999999994
0,2,5,0.2018
0,2,6,0.3271999999999999
0,2,7,0.33050000000000007
0,2,8,0.3015999999999998
0,2,9,0.24269999999999986
1,2,0,0.35429999999999956
1,2,1,0.5502999999999992
1,2,2,0.3312999999999999
1,2,3,0.38289999999999896
1,2,4,0.3049999999999994
1,2,5,0.15130000000000018
1,2,6,0.30979999999999985
1,2,7,0.3207000000000002
1,2,8,0.1870999999999998
1,2,9,0.26989999999999986
