i-th device,j-th device,n-th challenge,dist
0,1,0,0.37349999999999844
0,1,1,0.3170999999999989
0,1,2,0.3732999999999972
0,1,3,0.36709999999999793
0,1,4,0.3263999999999985
0,1,5,0.28419999999999884
0,1,6,0.45379999999999726
0,1,7,0.5495999999999975
0,1,8,0.2767999999999983
0,1,9,0.35549999999999793
0,2,0,0.4356999999999978
0,2,1,0.32789999999999825
0,2,2,0.37639999999999657
0,2,3,0.34109999999999874
0,2,4,0.3874999999999976
0,2,5,0.3390999999999978
0,2,6,0.41149999999999687
0,2,7,0.4471999999999982
0,2,8,0.3932999999999975
0,2,9,0.3639999999999973
1,2,0,0.33819999999999784
1,2,1,0.34579999999999833
1,2,2,0.43289999999999595
1,2,3,0.3177999999999984
1,2,4,0.3258999999999982
1,2,5,0.3764999999999977
1,2,6,0.29489999999999894
1,2,7,0.4397999999999977
1,2,8,0.3986999999999978
1,2,9,0.34919999999999785
