i-th device,j-th device,n-th challenge,dist
0,1,0,0.48399999999998955
0,1,1,0.5083999999999916
0,1,2,0.5321999999999917
0,1,3,0.5075999999999884
0,1,4,0.4531999999999904
0,1,5,0.6325999999999831
0,1,6,0.4771999999999882
0,1,7,0.5353999999999857
0,1,8,0.5447999999999856
0,1,9,0.5635999999999866
0,2,0,0.5141999999999887
0,2,1,0.5949999999999876
0,2,2,0.5279999999999935
0,2,3,0.5701999999999863
0,2,4,0.5247999999999874
0,2,5,0.5641999999999877
0,2,6,0.4845999999999874
0,2,7,0.5479999999999875
0,2,8,0.5481999999999853
0,2,9,0.5631999999999867
1,2,0,0.4105999999999899
1,2,1,0.4681999999999908
1,2,2,0.5017999999999929
1,2,3,0.5061999999999883
1,2,4,0.444599999999989
1,2,5,0.46559999999998963
1,2,6,0.425599999999988
1,2,7,0.457999999999988
1,2,8,0.42579999999998824
1,2,9,0.4877999999999898
