i-th device,j-th device,n-th challenge,dist
0,1,0,0.3156999999999994
0,1,1,0.49244999999999783
0,1,2,0.35279999999999595
0,1,3,0.35919999999999935
0,1,4,0.41199999999999914
0,1,5,0.34174999999999905
0,1,6,0.4229999999999995
0,1,7,0.41654999999999576
0,1,8,0.38099999999999606
0,1,9,0.40319999999999573
0,1,10,0.29594999999999966
0,1,11,0.36794999999999617
0,1,12,0.4343499999999981
0,1,13,0.38954999999999734
0,1,14,0.4177499999999992
0,1,15,0.43839999999999585
0,1,16,0.49414999999999637
0,1,17,0.4248499999999981
0,1,18,0.3578499999999975
0,1,19,0.5042499999999994
