i-th device,j-th device,n-th challenge,dist
0,1,0,0.17800000000000013
0,1,1,0.22200000000000014
0,1,2,0.21000000000000013
0,1,3,0.20300000000000015
0,1,4,0.24000000000000016
0,1,5,0.2620000000000002
0,1,6,0.2680000000000002
0,1,7,0.2580000000000002
0,1,8,0.2470000000000002
0,1,9,0.1770000000000001
0,2,0,0.19100000000000014
0,2,1,0.21200000000000013
0,2,2,0.22400000000000017
0,2,3,0.19600000000000015
0,2,4,0.19900000000000015
0,2,5,0.2420000000000002
0,2,6,0.21700000000000016
0,2,7,0.22500000000000017
0,2,8,0.23300000000000018
0,2,9,0.18300000000000013
1,2,0,0.18400000000000014
1,2,1,0.22500000000000017
1,2,2,0.21700000000000016
1,2,3,0.19900000000000015
1,2,4,0.21500000000000014
1,2,5,0.23200000000000018
1,2,6,0.2660000000000002
1,2,7,0.2580000000000002
1,2,8,0.2580000000000002
1,2,9,0.1880000000000001
