n-th challenge,m-th challenge,dist
0,1,0.8139999999999711
0,2,0.789499999999973
0,3,0.7128999999999757
0,4,0.7553999999999735
0,5,0.6247999999999821
0,6,0.7232999999999702
0,7,0.6808999999999771
0,8,0.7537999999999735
0,9,0.7569999999999761
1,2,0.5702999999999867
1,3,0.6606999999999789
1,4,0.6320999999999807
1,5,0.7950999999999722
1,6,0.5811999999999838
1,7,0.7347999999999733
1,8,0.6593999999999811
1,9,0.5591999999999862
2,3,0.6645999999999788
2,4,0.631799999999981
2,5,0.7903999999999725
2,6,0.5568999999999855
2,7,0.6880999999999765
2,8,0.6050999999999845
2,9,0.5467999999999876
3,4,0.5868999999999799
3,5,0.6904999999999756
3,6,0.6238999999999777
3,7,0.7045999999999737
3,8,0.597699999999981
3,9,0.692799999999979
4,5,0.6765999999999771
4,6,0.6125999999999789
4,7,0.673099999999975
4,8,0.6142999999999795
4,9,0.7116999999999799
5,6,0.6866999999999724
5,7,0.6270999999999778
5,8,0.6831999999999765
5,9,0.7693999999999754
6,7,0.6389999999999736
6,8,0.5421999999999834
6,9,0.6237999999999828
7,8,0.6873999999999747
7,9,0.7195999999999775
8,9,0.6744999999999817
