i-th device,j-th device,n-th challenge,dist
0,1,0,0.36729999999999946
0,1,1,0.3162999999999996
0,1,2,0.23759999999999998
0,1,3,0.3479000000000001
0,1,4,0.26009999999999994
0,1,5,0.21380000000000016
0,1,6,0.25000000000000006
0,1,7,0.2918000000000001
0,1,8,0.2861000000000001
0,1,9,0.3022999999999998
0,2,0,0.4525999999999993
0,2,1,0.3136999999999991
0,2,2,0.24039999999999975
0,2,3,0.4125000000000001
0,2,4,0.32339999999999963
0,2,5,0.2479
0,2,6,0.2964999999999997
0,2,7,0.3212000000000001
0,2,8,0.35759999999999986
0,2,9,0.2826999999999989
1,2,0,0.24529999999999982
1,2,1,0.20430000000000004
1,2,2,0.23020000000000013
1,2,3,0.27870000000000006
1,2,4,0.26710000000000006
1,2,5,0.2073
1,2,6,0.21880000000000016
1,2,7,0.2165
1,2,8,0.24389999999999998
1,2,9,0.20469999999999977
