i-th device,j-th device,n-th challenge,dist
0,1,0,0.5416999999999809
0,1,1,0.40559999999998486
0,1,2,0.46939999999998433
0,1,3,0.54879999999998
0,1,4,0.44239999999998497
0,1,5,0.5078999999999816
0,1,6,0.49259999999998155
0,1,7,0.5395999999999807
0,1,8,0.4426999999999848
0,1,9,0.4362999999999848
0,2,0,0.37309999999999005
0,2,1,0.40879999999998395
0,2,2,0.38519999999998566
0,2,3,0.4176999999999823
0,2,4,0.4335999999999842
0,2,5,0.4211999999999837
0,2,6,0.41749999999998416
0,2,7,0.4089999999999846
0,2,8,0.5161999999999837
0,2,9,0.48139999999998195
1,2,0,0.5438999999999816
1,2,1,0.40479999999998345
1,2,2,0.4519999999999844
1,2,3,0.5184999999999799
1,2,4,0.4596999999999839
1,2,5,0.5194999999999816
1,2,6,0.4799999999999814
1,2,7,0.4958999999999828
1,2,8,0.45919999999998656
1,2,9,0.39429999999998555
