n-th challenge,m-th challenge,dist
0,1,0.7405999999999996
0,2,0.7687999999999989
0,3,0.8441999999999993
0,4,0.844399999999999
0,5,0.673
0,6,0.6903999999999996
0,7,0.6771999999999992
0,8,0.732799999999999
0,9,0.7229999999999993
1,2,0.7066000000000001
1,3,0.6001999999999996
1,4,0.8195999999999988
1,5,0.6323999999999997
1,6,0.5512000000000001
1,7,0.5572000000000001
1,8,0.739599999999999
1,9,0.7167999999999992
2,3,0.768199999999999
2,4,0.8367999999999985
2,5,0.6369999999999999
2,6,0.6555999999999996
2,7,0.5556000000000002
2,8,0.6669999999999988
2,9,0.6975999999999983
3,4,0.7189999999999988
3,5,0.7753999999999999
3,6,0.5785999999999998
3,7,0.6075999999999996
3,8,0.7449999999999984
3,9,0.7163999999999978
4,5,0.8457999999999993
4,6,0.7469999999999998
4,7,0.6597999999999984
4,8,0.8769999999999994
4,9,0.8123999999999982
5,6,0.5444000000000003
5,7,0.47620000000000023
5,8,0.6238000000000001
5,9,0.6678000000000001
6,7,0.475
6,8,0.5577999999999994
6,9,0.6823999999999995
7,8,0.6593999999999994
7,9,0.5874
8,9,0.606399999999999
