i-th device,j-th device,n-th challenge,dist
0,1,0,0.4270999999999997
0,1,1,0.3179499999999996
0,1,2,0.4178999999999996
0,1,3,0.4081499999999996
0,1,4,0.446
0,1,5,0.5503999999999994
0,1,6,0.35899999999999954
0,1,7,0.49310000000000004
0,1,8,0.500949999999999
0,1,9,0.4343499999999999
0,2,0,0.4229999999999996
0,2,1,0.21579999999999985
0,2,2,0.3613499999999997
0,2,3,0.31394999999999984
0,2,4,0.4395499999999997
0,2,5,0.4787999999999997
0,2,6,0.21189999999999973
0,2,7,0.6050999999999996
0,2,8,0.4711999999999997
0,2,9,0.49924999999999964
1,2,0,0.35664999999999975
1,2,1,0.3542999999999998
1,2,2,0.23894999999999975
1,2,3,0.3283999999999999
1,2,4,0.35189999999999955
1,2,5,0.22254999999999972
1,2,6,0.2497999999999996
1,2,7,0.30894999999999984
1,2,8,0.34209999999999996
1,2,9,0.2706499999999998
