n-th challenge,m-th challenge,dist
0,1,0.8439999999999724
0,2,0.7947999999999704
0,3,0.6807999999999751
0,4,0.7187999999999746
0,5,0.5919999999999861
0,6,0.6983999999999755
0,7,0.6481999999999791
0,8,0.7455999999999723
0,9,0.7987999999999696
1,2,0.5999999999999874
1,3,0.6785999999999791
1,4,0.640199999999981
1,5,0.7845999999999758
1,6,0.6419999999999817
1,7,0.757399999999974
1,8,0.5895999999999842
1,9,0.5533999999999896
2,3,0.5823999999999825
2,4,0.5885999999999817
2,5,0.7769999999999715
2,6,0.5351999999999864
2,7,0.7067999999999738
2,8,0.5817999999999833
2,9,0.5823999999999876
3,4,0.550599999999982
3,5,0.7013999999999736
3,6,0.5747999999999809
3,7,0.6823999999999733
3,8,0.6143999999999799
3,9,0.6351999999999794
4,5,0.6797999999999771
4,6,0.5875999999999816
4,7,0.7157999999999717
4,8,0.603199999999981
4,9,0.6341999999999821
5,6,0.696599999999976
5,7,0.6121999999999803
5,8,0.6693999999999775
5,9,0.7499999999999728
6,7,0.6831999999999732
6,8,0.5797999999999827
6,9,0.6359999999999811
7,8,0.652799999999976
7,9,0.709999999999973
8,9,0.5749999999999836
