i-th device,j-th device,n-th challenge,dist
0,1,0,0.344749999999998
0,1,1,0.26314999999999916
0,1,2,0.47004999999999925
0,1,3,0.35274999999999906
0,1,4,0.25474999999999826
0,1,5,0.20694999999999933
0,1,6,0.33994999999999786
0,1,7,0.3289499999999985
0,1,8,0.36349999999999877
0,1,9,0.3140999999999968
0,1,10,0.2210999999999987
0,1,11,0.40999999999999864
0,1,12,0.33419999999999955
0,1,13,0.344399999999997
0,1,14,0.28949999999999887
0,1,15,0.23819999999999816
0,1,16,0.3551999999999967
0,1,17,0.30689999999999773
0,1,18,0.41524999999999934
0,1,19,0.3683499999999987
