i-th device,j-th device,n-th challenge,dist
0,1,0,0.4961999999999995
0,1,1,0.4123999999999985
0,1,2,0.5335999999999979
0,1,3,0.47079999999999783
0,1,4,0.43059999999999893
0,1,5,0.5597999999999971
0,1,6,0.3915999999999979
0,1,7,0.6415999999999973
0,1,8,0.4869999999999993
0,1,9,0.5549999999999967
0,2,0,0.4933999999999987
0,2,1,0.3727999999999984
0,2,2,0.5033999999999987
0,2,3,0.48659999999999837
0,2,4,0.493599999999998
0,2,5,0.4931999999999981
0,2,6,0.4419999999999983
0,2,7,0.7003999999999956
0,2,8,0.511399999999998
0,2,9,0.6365999999999955
1,2,0,0.3927999999999991
1,2,1,0.4373999999999985
1,2,2,0.4207999999999985
1,2,3,0.3991999999999984
1,2,4,0.34379999999999883
1,2,5,0.3963999999999976
1,2,6,0.3491999999999991
1,2,7,0.4651999999999979
1,2,8,0.40459999999999824
1,2,9,0.3947999999999981
