i-th device,j-th device,n-th challenge,dist
0,1,0,0.4498000000000002
0,1,1,0.3958
0,1,2,0.34640000000000004
0,1,3,0.2982000000000001
0,1,4,0.35540000000000016
0,1,5,0.4285999999999998
0,1,6,0.3840000000000001
0,1,7,0.4990000000000003
0,1,8,0.3887999999999997
0,1,9,0.40060000000000023
0,2,0,0.6124000000000002
0,2,1,0.3810000000000002
0,2,2,0.28819999999999996
0,2,3,0.34000000000000014
0,2,4,0.29940000000000017
0,2,5,0.4298000000000002
0,2,6,0.4262000000000001
0,2,7,0.3474
0,2,8,0.29879999999999984
0,2,9,0.42100000000000004
1,2,0,0.5332
1,2,1,0.38360000000000005
1,2,2,0.4406000000000001
1,2,3,0.3346000000000001
1,2,4,0.3678
1,2,5,0.3248000000000001
1,2,6,0.3712000000000002
1,2,7,0.39420000000000005
1,2,8,0.3433999999999999
1,2,9,0.41479999999999995
