i-th device,j-th device,n-th challenge,dist
0,1,0,0.9239999999999572
0,1,1,0.8099999999999701
0,1,2,0.880999999999962
0,1,3,0.9199999999999586
0,1,4,0.7919999999999713
0,1,5,0.911999999999958
0,1,6,0.9289999999999558
0,1,7,0.9289999999999583
0,1,8,0.9159999999999585
0,1,9,0.9539999999999521
0,2,0,0.9309999999999558
0,2,1,0.8019999999999698
0,2,2,0.8959999999999614
0,2,3,0.9079999999999604
0,2,4,0.7879999999999735
0,2,5,0.8919999999999606
0,2,6,0.9309999999999558
0,2,7,0.9209999999999582
0,2,8,0.9289999999999569
0,2,9,0.9439999999999528
1,2,0,0.9229999999999574
1,2,1,0.8109999999999704
1,2,2,0.8919999999999622
1,2,3,0.8809999999999639
1,2,4,0.7999999999999706
1,2,5,0.8959999999999598
1,2,6,0.9379999999999543
1,2,7,0.9029999999999604
1,2,8,0.9229999999999571
1,2,9,0.9669999999999509
