i-th device,j-th device,n-th challenge,dist
0,1,0,0.6708999999999403
0,1,1,0.5054999999999616
0,1,2,0.6043999999999488
0,1,3,0.6202999999999469
0,1,4,0.4943999999999654
0,1,5,0.624999999999946
0,1,6,0.6873999999999375
0,1,7,0.6275999999999449
0,1,8,0.6383999999999433
0,1,9,0.720299999999934
0,2,0,0.6681999999999408
0,2,1,0.5286999999999601
0,2,2,0.6212999999999479
0,2,3,0.6236999999999465
0,2,4,0.48959999999996534
0,2,5,0.635799999999945
0,2,6,0.6906999999999363
0,2,7,0.6411999999999434
0,2,8,0.6409999999999418
0,2,9,0.7019999999999365
1,2,0,0.6718999999999409
1,2,1,0.52489999999996
1,2,2,0.6229999999999464
1,2,3,0.6115999999999482
1,2,4,0.5016999999999648
1,2,5,0.6309999999999464
1,2,6,0.7020999999999354
1,2,7,0.6408999999999432
1,2,8,0.6312999999999431
1,2,9,0.721799999999934
