i-th device,j-th device,n-th challenge,dist
0,1,0,0.21289999999999937
0,1,1,0.20799999999999821
0,1,2,0.22959999999999964
0,1,3,0.19509999999999933
0,1,4,0.23359999999999922
0,1,5,0.20749999999999902
0,1,6,0.23849999999999982
0,1,7,0.21419999999999872
0,1,8,0.22309999999999908
0,1,9,0.20239999999999977
0,2,0,0.2560999999999992
0,2,1,0.29939999999999783
0,2,2,0.35409999999999775
0,2,3,0.34059999999999757
0,2,4,0.24389999999999915
0,2,5,0.22569999999999898
0,2,6,0.2587999999999992
0,2,7,0.17669999999999877
0,2,8,0.27599999999999836
0,2,9,0.24019999999999972
1,2,0,0.2397999999999991
1,2,1,0.2817999999999985
1,2,2,0.36909999999999776
1,2,3,0.3415999999999977
1,2,4,0.27469999999999856
1,2,5,0.2413999999999992
1,2,6,0.2576999999999996
1,2,7,0.21829999999999888
1,2,8,0.24389999999999912
1,2,9,0.21369999999999933
